#Dybde	Densitet
71.4999999999998 815.608563240739
72.0499999999998 815.608563240739
72.0499999999998 815.608563240739
72.5999999999998 815.608563240739
72.5999999999998 817.885739313072
73.1499999999998 817.885739313072
73.1499999999998 821.301503421573
73.6999999999998 821.301503421573
73.6999999999998 819.783386040017
74.2499999999998 819.783386040017
74.2499999999998 817.506209967683
74.7999999999998 817.506209967683
74.7999999999998 819.403856694628
75.3499999999998 819.403856694628
75.3499999999998 830.789737056295
75.8999999999998 830.789737056295
75.8999999999998 831.169266401684
76.4499999999998 831.169266401684
76.4499999999998 830.789737056295
76.9999999999998 830.789737056295
76.9999999999998 834.964559855573
77.5499999999998 834.964559855573
77.5499999999998 838.380323964073
78.0999999999998 838.380323964073
78.0999999999998 821.301503421573
78.6499999999998 821.301503421573
78.6499999999998 836.482677237128
79.1999999999998 836.482677237128
79.1999999999998 838.380323964073
79.7499999999998 838.380323964073
79.7499999999998 838.759853309462
80.2999999999998 838.759853309462
80.2999999999998 838.380323964073
80.8499999999998 838.380323964073
80.8499999999998 834.585030510184
81.3999999999998 834.585030510184
81.3999999999998 845.970910871851
81.9499999999998 845.970910871851
81.9499999999998 844.452793490295
82.4999999999998 844.452793490295
82.4999999999998 844.073264144906
83.0499999999998 844.073264144906
83.0499999999998 846.35044021724
83.5999999999998 846.35044021724
83.5999999999998 849.76620432574
84.1499999999998 849.76620432574
84.1499999999998 852.043380398073
84.6999999999998 852.043380398073
84.6999999999998 853.561497779629
85.2499999999998 853.561497779629
85.2499999999998 852.043380398073
85.7999999999998 852.043380398073
85.7999999999998 849.76620432574
86.3499999999998 849.76620432574
86.3499999999998 852.043380398073
86.8999999999997 852.043380398073
86.8999999999997 853.561497779629
87.4499999999997 853.561497779629
87.4499999999997 852.043380398073
87.9999999999997 852.043380398073
87.9999999999997 849.76620432574
88.5499999999997 849.76620432574
88.5499999999997 855.459144506573
89.0999999999997 855.459144506573
89.0999999999997 857.356791233518
89.6499999999997 857.356791233518
89.6499999999997 857.736320578907
90.1999999999997 857.736320578907
90.1999999999997 858.158019851561
90.7399999999997 858.158019851561
90.7399999999997 857.329681994561
91.2999999999997 857.329681994561
91.2999999999997 859.633967305851
91.8499999999997 859.633967305851
91.8499999999997 859.254437960462
92.3999999999997 859.254437960462
92.3999999999997 861.152084687407
92.9499999999997 861.152084687407
92.9499999999997 861.152084687407
93.4999999999997 861.152084687407
93.4999999999997 861.531614032796
94.0499999999997 861.531614032796
94.0499999999997 861.531614032796
94.5999999999997 861.531614032796
94.5999999999997 863.42926075974
95.1499999999997 863.42926075974
95.1499999999997 863.049731414351
95.6999999999997 863.049731414351
95.6999999999997 863.42926075974
96.2499999999997 863.42926075974
96.2499999999997 863.049731414351
96.7999999999997 863.049731414351
96.7999999999997 865.326907486685
97.3499999999997 865.326907486685
97.3499999999997 867.224554213629
97.8999999999997 867.224554213629
97.8999999999997 869.122200940573
98.4499999999997 869.122200940573
98.4499999999997 872.537965049074
98.9999999999997 872.537965049074
98.9999999999997 871.019847667518
99.5499999999997 871.019847667518
99.5499999999997 870.640318322129
100.1 870.640318322129
100.1 872.917494394462
100.65 872.917494394462
100.65 874.815141121407
101.2 874.815141121407
101.2 876.712787848351
101.75 876.712787848351
101.75 878.989963920685
102.3 878.989963920685
102.3 878.610434575296
102.85 878.610434575296
102.85 878.610434575296
103.4 878.610434575296
103.4 878.610434575296
103.95 878.610434575296
103.95 878.230905229907
104.5 878.230905229907
104.5 878.610434575296
105.05 878.610434575296
105.05 880.128551956851
105.6 880.128551956851
105.6 880.50808130224
106.15 880.50808130224
106.15 880.50808130224
106.7 880.50808130224
106.7 882.405728029185
107.25 882.405728029185
107.25 882.026198683796
107.8 882.026198683796
107.8 882.405728029185
108.35 882.405728029185
108.35 884.30337475613
108.9 884.30337475613
108.9 886.201021483074
109.45 886.201021483074
109.45 888.098668210018
110 888.098668210018
110 889.996314936963
110.55 889.996314936963
110.55 860.233224166992
111.12 860.233224166992
111.12 892.072984940034
111.65 892.072984940034
111.65 891.727501424702
112.22 891.727501424702
112.22 892.072984940034
112.75 892.072984940034
112.75 891.893961663907
113.3 891.893961663907
113.3 893.791608390852
113.85 893.791608390852
113.85 894.042240977429
114.38 894.042240977429
114.38 893.558564055964
114.95 893.558564055964
114.95 892.948209845543
115.49 892.948209845543
115.49 894.604885559542
116.05 894.604885559542
116.05 893.791608390852
116.6 893.791608390852
116.6 893.412079045463
117.15 893.412079045463
117.15 894.604885559542
117.71 894.604885559542
117.71 894.880998178542
118.25 894.880998178542
118.25 895.389626687226
118.82 895.389626687226
118.82 894.042240977429
119.35 894.042240977429
119.35 895.309725772407
119.9 895.309725772407
119.9 897.207372499352
120.45 897.207372499352
120.45 915.249613687839
120.97 915.249613687839
120.97 897.94680036192
121.55 897.94680036192
121.55 897.207372499352
122.1 897.207372499352
122.1 897.586901844741
122.65 897.586901844741
122.65 897.586901844741
123.2 897.586901844741
123.2 895.689255117796
123.75 895.689255117796
123.75 895.689255117796
124.3 895.689255117796
124.3 895.309725772407
124.85 895.309725772407
124.85 897.586901844741
125.4 897.586901844741
125.4 897.207372499352
125.95 897.207372499352
125.95 897.586901844741
126.5 897.586901844741
126.5 897.207372499352
127.05 897.207372499352
127.05 899.484548571685
127.6 899.484548571685
127.6 901.002665953241
128.15 901.002665953241
128.15 905.581243375273
128.62 905.581243375273
